5YGX-BACE_03-12.sd BACE_28 -2.42054
5YGX-BACE_03-13.sd BACE_29 -4.93915
5YGX-BACE_03-14.sd BACE_29 -4.51542
5YGX-BACE_03-15.sd BACE_30 -4.61487
5YGX-BACE_03-16.sd BACE_30 -3.88368
5YGX-BACE_03-17.sd BACE_31 -4.89933
5YGX-BACE_03-18.sd BACE_31 -2.91865
5YGX-BACE_03-1.sd BACE_23 -2.00817
5YGX-BACE_03-2.sd BACE_23 -2.20733
5YGX-BACE_03-3.sd BACE_24 -4.32254
5YGX-BACE_03-4.sd BACE_24 -3.12172
5YGX-BACE_03-5.sd BACE_25 -4.7288
5YGX-BACE_03-6.sd BACE_25 -1.52582
5YGX-BACE_03-7.sd BACE_26 -4.18815
5YGX-BACE_03-8.sd BACE_26 -2.36306
5YGX-BACE_03-9.sd BACE_27 -3.29719
5YGX-BACE_04-10.sd BACE_36 -1.50689
5YGX-BACE_04-11.sd BACE_37 -4.88697
5YGX-BACE_04-12.sd BACE_37 -2.30511
5YGX-BACE_04-13.sd BACE_38 -2.93879
5YGX-BACE_04-14.sd BACE_38 -2.69538
5YGX-BACE_04-15.sd BACE_39 -5.44401
5YGX-BACE_04-16.sd BACE_39 -3.51326
5YGX-BACE_04-17.sd BACE_40 -6.08046
5YGX-BACE_04-18.sd BACE_40 -2.86156
5YGX-BACE_04-1.sd BACE_32 -5.37607
5YGX-BACE_04-2.sd BACE_32 -1.51335
5YGX-BACE_04-3.sd BACE_33 -5.23368
5YGX-BACE_04-4.sd BACE_33 -1.80579
5YGX-BACE_04-5.sd BACE_34 -5.1098
5YGX-BACE_04-6.sd BACE_34 -2.27729
5YGX-BACE_04-7.sd BACE_35 -4.34714
5YGX-BACE_04-8.sd BACE_35 -3.1698
5YGX-BACE_04-9.sd BACE_36 -5.28822
5YGX-BACE_05-10.sd BACE_44 -2.36647
5YGX-BACE_05-11.sd BACE_45 -7.30507
5YGX-BACE_05-12.sd BACE_45 -3.10622
5YGX-BACE_05-13.sd BACE_45 -2.65298
5YGX-BACE_05-14.sd BACE_46 -3.94975
5YGX-BACE_05-15.sd BACE_46 -2.263
5YGX-BACE_05-16.sd BACE_47 -4.27841
5YGX-BACE_05-17.sd BACE_47 -5.05207
5YGX-BACE_05-18.sd BACE_48 -4.033
5YGX-BACE_05-1.sd BACE_41 -6.78193
5YGX-BACE_05-2.sd BACE_41 -1.6419
5YGX-BACE_05-3.sd BACE_41 -1.66225
5YGX-BACE_05-4.sd BACE_42 -5.8873
5YGX-BACE_05-5.sd BACE_42 -1.84375
5YGX-BACE_05-6.sd BACE_43 -3.04903
5YGX-BACE_05-7.sd BACE_43 -2.14303
5YGX-BACE_05-8.sd BACE_44 -5.78544
5YGX-BACE_05-9.sd BACE_44 -3.59693
5YGX-BACE_06-10.sd BACE_52 -4.35189
5YGX-BACE_06-11.sd BACE_52 -1.12468
5YGX-BACE_06-12.sd BACE_53 -5.5381
5YGX-BACE_06-13.sd BACE_53 -2.39672
5YGX-BACE_06-14.sd BACE_54 -4.55936
5YGX-BACE_06-15.sd BACE_54 -0.2184
5YGX-BACE_06-16.sd BACE_55 -6.02101
5YGX-BACE_06-17.sd BACE_55 -2.54484
5YGX-BACE_06-1.sd BACE_48 -2.29165
5YGX-BACE_06-2.sd BACE_48 -3.06928
5YGX-BACE_06-3.sd BACE_49 -3.8996
5YGX-BACE_06-4.sd BACE_49 -3.08912
5YGX-BACE_06-5.sd BACE_50 -4.39084
5YGX-BACE_06-6.sd BACE_50 -2.27604
5YGX-BACE_06-7.sd BACE_51 -3.32859
5YGX-BACE_06-8.sd BACE_51 -2.4885
5YGX-BACE_06-9.sd BACE_52 -2.46173
5YGX-BACE_07-10.sd BACE_59 -2.72721
5YGX-BACE_07-11.sd BACE_59 -3.2246
5YGX-BACE_07-12.sd BACE_60 -3.99174
5YGX-BACE_07-13.sd BACE_60 -3.36216
5YGX-BACE_07-14.sd BACE_61 -4.7867
5YGX-BACE_07-15.sd BACE_61 -2.93717
5YGX-BACE_07-16.sd BACE_62 -5.66791
5YGX-BACE_07-17.sd BACE_62 -3.74566
5YGX-BACE_07-1.sd BACE_56 -1.8395
5YGX-BACE_07-2.sd BACE_56 -2.66149
5YGX-BACE_07-3.sd BACE_57 -3.48282
5YGX-BACE_07-4.sd BACE_57 -2.88478
5YGX-BACE_07-5.sd BACE_58 -5.22663
5YGX-BACE_07-6.sd BACE_58 -6.65437
5YGX-BACE_07-7.sd BACE_58 -3.53607
5YGX-BACE_07-8.sd BACE_58 -3.62268
5YGX-BACE_07-9.sd BACE_59 -2.88364
5YGX-BACE_08-10.sd BACE_67 -3.33068
5YGX-BACE_08-11.sd BACE_68 -3.5901
5YGX-BACE_08-12.sd BACE_68 -4.54715
5YGX-BACE_08-13.sd BACE_69 -6.22529
5YGX-BACE_08-14.sd BACE_69 -1.7235
5YGX-BACE_08-15.sd BACE_70 -5.01806
5YGX-BACE_08-16.sd BACE_70 -0.412867
5YGX-BACE_08-17.sd BACE_70 -1.74905
5YGX-BACE_08-1.sd BACE_63 -5.95879
5YGX-BACE_08-2.sd BACE_63 -2.57204
5YGX-BACE_08-3.sd BACE_64 -5.2165
5YGX-BACE_08-4.sd BACE_64 -5.92963
5YGX-BACE_08-5.sd BACE_65 -5.63543
5YGX-BACE_08-6.sd BACE_65 -2.00104
5YGX-BACE_08-7.sd BACE_66 -4.82136
5YGX-BACE_08-8.sd BACE_66 -2.88788
5YGX-BACE_08-9.sd BACE_67 -4.32725
5YGX-BACE_09-10.sd BACE_75 -6.37677
5YGX-BACE_09-11.sd BACE_76 -4.62765
5YGX-BACE_09-12.sd BACE_76 -1.91115
5YGX-BACE_09-13.sd BACE_77 -3.14869
5YGX-BACE_09-14.sd BACE_77 -4.84347
5YGX-BACE_09-15.sd BACE_78 -2.58763
5YGX-BACE_09-16.sd BACE_78 -3.83638
5YGX-BACE_09-17.sd BACE_79 -4.50444
5YGX-BACE_09-1.sd BACE_71 -3.47591
5YGX-BACE_09-2.sd BACE_71 -1.70909
5YGX-BACE_09-3.sd BACE_72 -5.44643
5YGX-BACE_09-4.sd BACE_72 -2.31932
5YGX-BACE_09-5.sd BACE_73 -5.02719
5YGX-BACE_09-6.sd BACE_73 -2.55969
5YGX-BACE_09-7.sd BACE_74 -3.51847
5YGX-BACE_09-8.sd BACE_74 -0.132694
5YGX-BACE_09-9.sd BACE_75 -3.71508
5YGX-BACE_10-10.sd BACE_83 -3.33601
5YGX-BACE_10-11.sd BACE_83 -3.99321
5YGX-BACE_10-12.sd BACE_84 -4.92036
5YGX-BACE_10-13.sd BACE_84 -3.10923
5YGX-BACE_10-14.sd BACE_85 -4.32546
5YGX-BACE_10-15.sd BACE_85 -2.89997
5YGX-BACE_10-16.sd BACE_86 -5.47162
5YGX-BACE_10-17.sd BACE_86 -0.843681
5YGX-BACE_10-1.sd BACE_79 -3.7929
5YGX-BACE_10-2.sd BACE_80 -6.32485
5YGX-BACE_10-3.sd BACE_80 -2.07432
5YGX-BACE_10-4.sd BACE_81 -1.95047
5YGX-BACE_10-5.sd BACE_81 -4.83871
5YGX-BACE_10-6.sd BACE_81 -3.66152
5YGX-BACE_10-7.sd BACE_82 -6.63049
5YGX-BACE_10-8.sd BACE_82 -2.26369
5YGX-BACE_10-9.sd BACE_83 -3.22427
5YGX-BACE_11-10.sd BACE_91 -0.74583
5YGX-BACE_11-11.sd BACE_92 -4.62235
5YGX-BACE_11-12.sd BACE_92 -2.4602
5YGX-BACE_11-13.sd BACE_93 -5.70836
5YGX-BACE_11-14.sd BACE_93 -2.56985
5YGX-BACE_11-15.sd BACE_94 -4.66457
5YGX-BACE_11-16.sd BACE_94 -2.24023
5YGX-BACE_11-17.sd BACE_95 -2.63894
5YGX-BACE_11-1.sd BACE_87 -2.51825
5YGX-BACE_11-2.sd BACE_87 -2.90531
5YGX-BACE_11-3.sd BACE_88 -5.25592
5YGX-BACE_11-4.sd BACE_88 -3.9126
5YGX-BACE_11-5.sd BACE_89 -6.12737
5YGX-BACE_11-6.sd BACE_89 -1.44274
5YGX-BACE_11-7.sd BACE_90 -3.68314
5YGX-BACE_11-8.sd BACE_90 -4.72323
5YGX-BACE_11-9.sd BACE_91 -4.56055
5YGX-BACE_12-10.sd BACE_99 -5.77002
5YGX-BACE_12-11.sd BACE_99 -1.9008
5YGX-BACE_12-12.sd BACE_100 -7.24097
5YGX-BACE_12-13.sd BACE_100 -0.823403
5YGX-BACE_12-14.sd BACE_101 -5.7588
5YGX-BACE_12-15.sd BACE_101 -3.28324
5YGX-BACE_12-16.sd BACE_102 -3.39995
5YGX-BACE_12-17.sd BACE_102 -3.12012
5YGX-BACE_12-1.sd BACE_95 -4.86181
5YGX-BACE_12-2.sd BACE_96 -5.65934
5YGX-BACE_12-3.sd BACE_96 -2.67868
5YGX-BACE_12-4.sd BACE_97 -6.36294
5YGX-BACE_12-5.sd BACE_97 -2.65402
5YGX-BACE_12-6.sd BACE_97 -0.230537
5YGX-BACE_12-7.sd BACE_98 -4.16016
5YGX-BACE_12-8.sd BACE_98 2.82753
5YGX-BACE_12-9.sd BACE_98 -2.60675
5YGX-BACE_13-10.sd BACE_107 -3.4197
5YGX-BACE_13-11.sd BACE_108 -5.55155
5YGX-BACE_13-12.sd BACE_108 -4.14425
5YGX-BACE_13-13.sd BACE_109 -4.78704
5YGX-BACE_13-14.sd BACE_109 -1.88869
5YGX-BACE_13-15.sd BACE_110 -3.76405
5YGX-BACE_13-16.sd BACE_110 -2.72837
5YGX-BACE_13-17.sd BACE_111 -3.58655
5YGX-BACE_13-1.sd BACE_103 -2.95357
5YGX-BACE_13-2.sd BACE_103 -2.66077
5YGX-BACE_13-3.sd BACE_104 -4.36605
5YGX-BACE_13-4.sd BACE_104 -1.72894
5YGX-BACE_13-5.sd BACE_105 -7.11844
5YGX-BACE_13-6.sd BACE_105 -2.80641
5YGX-BACE_13-7.sd BACE_106 -4.95175
5YGX-BACE_13-8.sd BACE_106 -0.713147
5YGX-BACE_13-9.sd BACE_107 -4.82091
5YGX-BACE_14-10.sd BACE_116 -5.25927
5YGX-BACE_14-11.sd BACE_116 -2.16264
5YGX-BACE_14-12.sd BACE_117 -6.40887
5YGX-BACE_14-13.sd BACE_117 -2.92343
5YGX-BACE_14-14.sd BACE_118 -6.11045
5YGX-BACE_14-15.sd BACE_118 -1.18974
5YGX-BACE_14-16.sd BACE_119 -2.80855
5YGX-BACE_14-17.sd BACE_119 -2.50086
5YGX-BACE_14-1.sd BACE_111 -0.750936
5YGX-BACE_14-2.sd BACE_112 -3.53971
5YGX-BACE_14-3.sd BACE_112 -4.44581
5YGX-BACE_14-4.sd BACE_113 -5.20362
5YGX-BACE_14-5.sd BACE_113 -0.712702
5YGX-BACE_14-6.sd BACE_114 -3.94748
5YGX-BACE_14-7.sd BACE_114 -1.84743
5YGX-BACE_14-8.sd BACE_115 -6.16131
5YGX-BACE_14-9.sd BACE_115 -1.87556
5YGX-BACE_15-10.sd BACE_123 -1.7322
5YGX-BACE_15-11.sd BACE_124 -4.82601
5YGX-BACE_15-12.sd BACE_124 -1.84995
5YGX-BACE_15-13.sd BACE_125 -3.85052
5YGX-BACE_15-14.sd BACE_125 -5.61676
5YGX-BACE_15-15.sd BACE_126 -8.35114
5YGX-BACE_15-16.sd BACE_126 -3.95037
5YGX-BACE_15-17.sd BACE_127 -6.76246
5YGX-BACE_15-1.sd BACE_119 -0.737435
5YGX-BACE_15-2.sd BACE_120 -4.08094
5YGX-BACE_15-3.sd BACE_120 -2.15898
5YGX-BACE_15-4.sd BACE_121 -4.91686
5YGX-BACE_15-5.sd BACE_121 -2.63324
5YGX-BACE_15-6.sd BACE_122 -4.02734
5YGX-BACE_15-7.sd BACE_122 -0.815754
5YGX-BACE_15-8.sd BACE_122 -0.803295
5YGX-BACE_15-9.sd BACE_123 -5.61533
5YGX-BACE_16-10.sd BACE_132 -3.86472
5YGX-BACE_16-11.sd BACE_132 0.876177
5YGX-BACE_16-12.sd BACE_133 -6.41297
5YGX-BACE_16-13.sd BACE_133 -2.66189
5YGX-BACE_16-14.sd BACE_133 -4.20418
5YGX-BACE_16-15.sd BACE_134 -3.66742
5YGX-BACE_16-16.sd BACE_134 -0.93454
5YGX-BACE_16-17.sd BACE_135 -5.90849
5YGX-BACE_16-1.sd BACE_127 -5.79536
5YGX-BACE_16-2.sd BACE_128 -2.41384
5YGX-BACE_16-3.sd BACE_128 -2.59336
5YGX-BACE_16-4.sd BACE_129 -4.05273
5YGX-BACE_16-5.sd BACE_129 -5.94766
5YGX-BACE_16-6.sd BACE_130 -5.58952
5YGX-BACE_16-7.sd BACE_130 -2.58568
5YGX-BACE_16-8.sd BACE_131 -4.45909
5YGX-BACE_16-9.sd BACE_131 -4.89609
5YGX-BACE_17-10.sd BACE_140 -4.92435
5YGX-BACE_17-11.sd BACE_140 -5.14932
5YGX-BACE_17-12.sd BACE_141 -5.27123
5YGX-BACE_17-13.sd BACE_141 -3.844
5YGX-BACE_17-14.sd BACE_142 -4.86595
5YGX-BACE_17-15.sd BACE_143 -4.34653
5YGX-BACE_17-16.sd BACE_144 -3.98773
5YGX-BACE_17-17.sd BACE_144 -2.95691
5YGX-BACE_17-1.sd BACE_135 -3.22968
5YGX-BACE_17-2.sd BACE_136 -4.12414
5YGX-BACE_17-3.sd BACE_136 -3.69403
5YGX-BACE_17-4.sd BACE_137 -2.77077
5YGX-BACE_17-5.sd BACE_137 0.0725207
5YGX-BACE_17-6.sd BACE_138 -4.06953
5YGX-BACE_17-7.sd BACE_138 -1.85792
5YGX-BACE_17-8.sd BACE_139 -4.21325
5YGX-BACE_17-9.sd BACE_139 -2.70938
5YGX-BACE_18-10.sd BACE_151 -4.51848
5YGX-BACE_18-11.sd BACE_152 -5.2102
5YGX-BACE_18-12.sd BACE_153 -5.79241
5YGX-BACE_18-13.sd BACE_154 -4.45229
5YGX-BACE_18-14.sd BACE_155 -4.31468
5YGX-BACE_18-15.sd BACE_155 -3.44975
5YGX-BACE_18-16.sd BACE_156 -4.01048
5YGX-BACE_18-17.sd BACE_157 -6.40307
5YGX-BACE_18-1.sd BACE_144 -1.04892
5YGX-BACE_18-2.sd BACE_145 -4.56818
5YGX-BACE_18-3.sd BACE_145 -5.31235
5YGX-BACE_18-4.sd BACE_146 -5.25337
5YGX-BACE_18-5.sd BACE_146 1.24346
5YGX-BACE_18-6.sd BACE_147 -3.59612
5YGX-BACE_18-7.sd BACE_148 -4.06281
5YGX-BACE_18-8.sd BACE_149 -4.18948
5YGX-BACE_18-9.sd BACE_150 -4.10049
