BACE_97 -0.230537
BACE_98 -4.16016
BACE_98 2.82753
BACE_98 -2.60675
BACE_107 -3.4197
BACE_108 -5.55155
BACE_108 -4.14425
BACE_109 -4.78704
BACE_109 -1.88869
BACE_110 -3.76405
BACE_110 -2.72837
BACE_111 -3.58655
BACE_103 -2.95357
BACE_103 -2.66077
BACE_104 -4.36605
BACE_104 -1.72894
BACE_105 -7.11844
BACE_105 -2.80641
BACE_106 -4.95175
BACE_106 -0.713147
BACE_107 -4.82091
BACE_116 -5.25927
BACE_116 -2.16264
BACE_117 -6.40887
BACE_117 -2.92343
BACE_118 -6.11045
BACE_118 -1.18974
BACE_119 -2.80855
BACE_119 -2.50086
BACE_111 -0.750936
BACE_112 -3.53971
BACE_112 -4.44581
BACE_113 -5.20362
BACE_113 -0.712702
BACE_114 -3.94748
BACE_114 -1.84743
BACE_115 -6.16131
BACE_115 -1.87556
BACE_123 -1.7322
BACE_124 -4.82601
BACE_124 -1.84995
BACE_125 -3.85052
BACE_125 -5.61676
BACE_126 -8.35114
BACE_126 -3.95037
BACE_127 -6.76246
BACE_119 -0.737435
BACE_120 -4.08094
BACE_120 -2.15898
BACE_121 -4.91686
BACE_121 -2.63324
BACE_122 -4.02734
BACE_122 -0.815754
BACE_122 -0.803295
BACE_123 -5.61533
BACE_132 -3.86472
BACE_132 0.876177
BACE_133 -6.41297
BACE_133 -2.66189
BACE_133 -4.20418
BACE_134 -3.66742
BACE_134 -0.93454
BACE_135 -5.90849
BACE_127 -5.79536
BACE_128 -2.41384
BACE_128 -2.59336
BACE_129 -4.05273
BACE_129 -5.94766
BACE_130 -5.58952
BACE_130 -2.58568
BACE_131 -4.45909
BACE_131 -4.89609
BACE_140 -4.92435
BACE_140 -5.14932
BACE_141 -5.27123
BACE_141 -3.844
BACE_142 -4.86595
BACE_143 -4.34653
BACE_144 -3.98773
BACE_144 -2.95691
BACE_135 -3.22968
BACE_136 -4.12414
BACE_136 -3.69403
BACE_137 -2.77077
BACE_137 0.0725207
BACE_138 -4.06953
BACE_138 -1.85792
BACE_139 -4.21325
BACE_139 -2.70938
BACE_151 -4.51848
BACE_152 -5.2102
BACE_153 -5.79241
BACE_154 -4.45229
BACE_155 -4.31468
BACE_155 -3.44975
BACE_156 -4.01048
BACE_157 -6.40307
BACE_144 -1.04892
BACE_145 -4.56818
BACE_145 -5.31235
BACE_146 -5.25337
BACE_146 1.24346
BACE_147 -3.59612
BACE_148 -4.06281
BACE_149 -4.18948
BACE_150 -4.10049
